UniproId	MSA_mean	MSA_mean_wo_gaps	motifMean	motifScore	motifPercent%	motifPercent_wogaps%	motifPercent_wogaps2%
O94826	0.8024284299766552	0.5395836218436966	0.7188755020080322	[0.5156626506024097, 0.672289156626506, 'X', 0.9686746987951808]	67.24655068986203	22.03065134099617	6.898620275944811
P56373	0.8957681884511154	0.8090868029892421	0.5718157181571816	[0.5203252032520326, 0.5772357723577236, 'X', 0.6178861788617886]	92.67399267399267	85.35353535353535	41.269841269841265
Q14573	0.9040778123969976	0.8428582651470287	0.814516129032258	[0.7983870967741935, 0.8387096774193549, 'X', 0.8064516129032258]	85.19375361480624	72.79880104908204	37.4590321958743
P14616	0.8695517722202231	0.7492233036401629	0.9523809523809524	[0.9375, 0.9821428571428572, 'X', 0.9375]	48.64609571788413	13.31793687451886	5.447103274559193
Q8IYP9	0.7923897280757141	0.6331899308179756	0.6666666666666666	[0.4311377245508982, 0.9760479041916168, 'X', 0.592814371257485]	71.03128621089225	44.1747572815534	21.089223638470454
Q16620	0.8411125860855466	0.8145735270709689	0.9906542056074766	[0.9906542056074766, 0.9906542056074766, 'X', 0.9906542056074766]	0.2859866539561487	0.36496350364963503	0.2859866539561487
P05106	0.8716745110870606	0.8282615420307787	0.945273631840796	[0.9477611940298508, 0.9477611940298508, 'X', 0.9402985074626866]	62.731871838111296	49.35233160621762	32.1247892074199
Q13018	0.7615949708127525	0.6761177753544165	0.6005089058524172	[0.5954198473282443, 0.4351145038167939, 'X', 0.7709923664122137]	70.35294117647058	57.905686546463244	39.294117647058826
Q92692	0.7127634605454631	0.6360673978699729	0.48971193415637854	[0.3950617283950617, 0.4444444444444444, 'X', 0.6296296296296297]	78.8339670468948	70.3862660944206	41.57160963244613
Q8N114	0.8068840091607168	0.6521937321937322	0.918803418803419	[0.9487179487179488, 0.9743589743589745, 'X', 0.8333333333333334]	52.88966725043783	17.77777777777778	7.005253940455342
P17948	0.7980369168929163	0.6323774947580958	0.7383966244725739	[0.5443037974683544, 0.7405063291139241, 'X', 0.9303797468354429]	68.80222841225627	34.739263803680984	15.772980501392759
P51693	0.8339854440772803	0.7344578679431654	0.9781931464174454	[0.97196261682243, 0.9813084112149532, 'X', 0.9813084112149532]	36.080983369486624	6.178861788617886	2.74765003615329
Q8NET8	0.7957179792580542	0.7272206808473157	0.7298850574712645	[0.7931034482758621, 0.9482758620689656, 'X', 0.4482758620689655]	73.4625105307498	60.79182630906769	40.1010951979781
Q9BXM7	0.781410046856271	0.7130564052717343	0.9974937343358397	[1.0, 1.0, 'X', 0.9924812030075189]	1.560758082497213	2.6615969581749046	1.560758082497213
Q9P0L9	0.8045164577985806	0.7112043362043362	0.6396396396396397	[0.7364864864864865, 0.4932432432432433, 'X', 0.6891891891891891]	77.16480446927375	64.01098901098901	32.54189944134078
Q6PJF5	0.8886376014252615	0.8032547205871111	0.6351706036745407	[0.5511811023622047, 0.7952755905511811, 'X', 0.5590551181102362]	87.86635404454866	76.33495145631069	36.86987104337632
P18084	0.8769779507133592	0.8247002677220345	0.9318181818181818	[0.9166666666666666, 0.9621212121212122, 'X', 0.9166666666666666]	64.98054474708171	48.52752880921895	29.494163424124515
Q9UPX6	0.8334623323013417	0.7825409836065574	0.7666666666666666	[0.6583333333333333, 0.9333333333333332, 'X', 0.7083333333333334]	69.19504643962848	58.46994535519126	41.408668730650156
Q9UPX6	0.8334623323013417	0.7825409836065574	0.8388888888888889	[0.6916666666666667, 0.8583333333333333, 'X', 0.9666666666666668]	63.00309597523219	52.240437158469945	36.9969040247678
P50416	0.7896263520157325	0.7421326397919377	0.7000000000000001	[0.6, 0.9, 'X', 0.6]	71.38643067846607	62.67880364109233	47.39429695181908
P98155	0.8416204388560158	0.7182560100620301	0.970414201183432	[0.9644970414201184, 0.970414201183432, 'X', 0.9763313609467456]	43.333333333333336	14.855072463768115	6.406249999999999
P04629	0.8299101025463417	0.7643386216906062	0.9905660377358491	[0.9905660377358492, 0.9905660377358492, 'X', 0.9905660377358492]	33.28012769353552	19.230769230769234	11.572226656025538
Q7Z407	0.8677848282247852	0.8480501671025865	0.9758064516129034	[0.9758064516129032, 0.9758064516129032, 'X', 0.9758064516129032]	21.78134233853947	3.2939189189189184	2.469396369776277
Q53EL9	0.7354192782212838	0.7129035371326545	0.9202898550724639	[0.9347826086956522, 0.9130434782608696, 'X', 0.9130434782608696]	42.716236722306526	37.29189789123196	25.493171471927162
O15146	0.8605167284121522	0.7798820022467339	0.9796437659033077	[0.9847328244274808, 0.9694656488549618, 'X', 0.9847328244274808]	36.84513529073114	11.123986095017381	5.526770293609672
P21579	0.8315633945886047	0.7824798984341939	0.7647058823529411	[0.7647058823529411, 0.7647058823529411, 'X', 0.7647058823529411]	75.82417582417582	65.22781774580336	42.700156985871274
Q9BQG1	0.8361400260234211	0.7945345018352974	0.9278350515463917	[0.9278350515463918, 0.9381443298969072, 'X', 0.9175257731958762]	55.33980582524271	43.61158432708688	31.06796116504854
Q9NQG6	0.8960524544772818	0.8448716469094686	0.8727735368956742	[0.9847328244274808, 0.648854961832061, 'X', 0.9847328244274808]	75.81863979848866	62.850971922246224	36.649874055415616
Q92932	0.7512466028595061	0.7326239067055393	0.9238095238095237	[0.8, 1.0, 'X', 0.9714285714285714]	30.272952853598017	27.857142857142858	22.58064516129032
P04626	0.8213629032258066	0.7628951747088186	0.8240000000000002	[0.816, 0.8320000000000001, 'X', 0.8240000000000001]	60.9375	49.58402662229617	30.040322580645164
P04626	0.8213629032258066	0.7628951747088186	0.8213333333333335	[0.8240000000000001, 0.816, 'X', 0.8240000000000001]	61.89516129032258	50.49916805324459	30.59475806451613
Q7Z443	0.7932020483211327	0.7181603773584906	0.8616352201257862	[0.8490566037735849, 0.8490566037735849, 'X', 0.8867924528301887]	53.260473588342435	31.544811320754718	19.489981785063755
Q71H61	0.7302368105901593	0.6745677173823115	0.5316455696202532	[0.3291139240506329, 0.6329113924050633, 'X', 0.6329113924050633]	81.58697863682605	74.18300653594771	46.1851475076297
Q08345	0.8407076128006359	0.7090862590505419	0.6304909560723515	[0.5736434108527132, 0.7286821705426356, 'X', 0.5891472868217055]	82.05128205128204	62.116040955631405	25.454545454545453
Q9BSA4	0.8048882990488828	0.7581727215873557	0.8636363636363636	[0.8484848484848485, 0.8787878787878788, 'X', 0.8636363636363636]	53.57664233576642	40.52532833020638	31.532846715328468
Q9H156	0.9106823233217286	0.8554240631163708	0.9682539682539684	[0.9682539682539684, 0.9682539682539684, 'X', 0.9682539682539684]	64.12639405204462	39.64497041420118	20.755885997521688
O43561	0.8429239766081872	0.795371407241508	0.8421052631578947	[0.9298245614035088, 0.6140350877192983, 'X', 0.9824561403508772]	64.66666666666666	47.65957446808511	24.88888888888889
Q6UXD5	0.8313382480069158	0.7590579021404402	0.9252873563218392	[0.9396551724137931, 0.913793103448276, 'X', 0.9224137931034484]	57.938718662952645	38.0374862183021	24.02506963788301
P05556	0.8317241611642636	0.6740180045478615	0.9349593495934959	[0.9390243902439024, 0.9573170731707316, 'X', 0.9085365853658536]	59.17127071823205	25.67049808429119	11.104972375690608
P05556	0.8317241611642636	0.6740180045478615	0.9491869918699187	[0.951219512195122, 0.9573170731707316, 'X', 0.9390243902439024]	57.40331491712707	23.88250319284802	10.331491712707182
Q9BQ31	0.7639851781018409	0.7109024862008776	0.8226950354609929	[0.8936170212765957, 0.9148936170212766, 'X', 0.6595744680851063]	57.4438202247191	44.789356984478935	28.370786516853936
Q06481	0.86678989597425	0.8152921303656597	0.9754901960784313	[0.9705882352941176, 0.9852941176470588, 'X', 0.9705882352941176]	36.71689135606661	8.243243243243244	4.8374306106264875
O75096	0.8626984126984126	0.7645618403889483	0.8981481481481483	[0.8944444444444445, 0.9111111111111112, 'X', 0.8888888888888888]	58.814311830765206	32.657417289220916	15.983285453120919
Q01973	0.8930101629588331	0.8089673633274992	0.774891774891775	[0.8116883116883117, 0.8376623376623377, 'X', 0.6753246753246753]	85.62762482501167	72.480181200453	29.864675688287445
Q9BQS2	1.0	1.0	1.0	[1.0, 1.0, 'X', 1.0]	0.0	0.0	0.0
P07766	0.719077568134172	0.6059950741875413	0.8494623655913979	[0.7204301075268817, 0.8602150537634409, 'X', 0.967741935483871]	41.19496855345912	14.52513966480447	8.176100628930817
O75460	0.8170815069986697	0.7106625203103311	0.59463986599665	[0.6633165829145728, 0.6582914572864321, 'X', 0.4623115577889447]	85.5192588980985	73.01927194860814	33.252072159921994
Q86XL3	0.7919850498338872	0.6708238420653	0.9944444444444445	[1.0, 1.0, 'X', 0.9833333333333332]	2.2148394241417497	4.555808656036446	2.2148394241417497
P06213	0.8381334131020042	0.7316729182295574	0.9355555555555556	[0.9333333333333332, 0.9333333333333332, 'X', 0.94]	41.19054741250374	25.056264066016503	9.991026024528866
P23467	0.8395888066236765	0.7088567809282524	0.7075471698113206	[0.7358490566037735, 0.7075471698113207, 'X', 0.6792452830188679]	75.33755274261603	52.70065623422514	22.025316455696203
P00533	0.8218660167479066	0.6768065716852778	0.6726190476190476	[0.5476190476190477, 0.8869047619047619, 'X', 0.5833333333333334]	71.98162729658793	46.36118598382749	16.92913385826772
P00533	0.8218660167479066	0.6768065716852778	0.7996031746031745	[0.6785714285714286, 0.8452380952380952, 'X', 0.875]	64.4028871391076	35.75920934411501	13.057742782152232
P00533	0.8218660167479066	0.6768065716852778	0.6706349206349206	[0.5595238095238095, 0.5595238095238095, 'X', 0.8928571428571429]	71.98162729658793	46.36118598382749	16.92913385826772
O94991	0.8500869565217392	0.8288937093275488	0.9146666666666667	[0.904, 0.92, 'X', 0.92]	60.37735849056604	54.4468546637744	41.18129614438064
P08069	0.8367033810071784	0.7190879998480633	0.9746835443037973	[0.9683544303797468, 0.981012658227848, 'X', 0.9746835443037974]	33.15295815295815	6.676669167291823	3.2106782106782106
Q9BZV3	0.7859370372306137	0.6769691767699217	0.7767295597484276	[0.8584905660377359, 0.8773584905660378, 'X', 0.5943396226415094]	59.18744228993537	32.90008123476848	18.698060941828253
Q15303	0.8935610908732894	0.8142518351214004	0.7396825396825397	[0.7142857142857143, 0.7333333333333333, 'X', 0.7714285714285715]	87.28463128876636	74.22924901185772	32.35699517574086
Q15303	0.8935610908732894	0.8142518351214004	0.8984126984126984	[0.8761904761904762, 0.923809523809524, 'X', 0.8952380952380953]	62.12956581667816	27.74703557312253	12.095106822880771
Q15303	0.8935610908732894	0.8142518351214004	0.8253968253968255	[0.8952380952380953, 0.7238095238095238, 'X', 0.8571428571428571]	81.90902825637491	61.897233201581024	26.981392143349414
Q14114	0.8506461344499978	0.744862532610877	0.9727272727272728	[0.9636363636363636, 0.9727272727272728, 'X', 0.9818181818181818]	42.199108469539375	14.79028697571744	6.636948984645865
P05067	0.8256717768432608	0.673863314112865	0.9859154929577464	[0.9859154929577464, 0.9859154929577464, 'X', 0.9859154929577464]	30.595050026329645	2.953020134228188	1.1585044760400212
Q8NB59	0.9132807137954703	0.8485316627926753	0.9704301075268819	[0.9596774193548387, 0.9838709677419356, 'X', 0.967741935483871]	61.191489361702125	40.597539543058	19.659574468085104
P01130	0.8400554369064389	0.707163181986886	0.8898305084745762	[0.8983050847457628, 0.8898305084745762, 'X', 0.8813559322033898]	62.14477211796247	26.277372262773724	11.58176943699732
P98164	1.0	1.0	1.0	[1.0, 1.0, 'X', 1.0]	0.0	0.0	0.0
P98164	1.0	1.0	1.0	[1.0, 1.0, 'X', 1.0]	0.0	0.0	0.0
Q96PZ7	1.0	1.0	1.0	[1.0, 1.0, 'X', 1.0]	0.0	0.0	0.0
O60241	0.848940055481115	0.7781308673111953	0.7606837606837606	[0.5384615384615384, 0.8632478632478633, 'X', 0.8803418803418803]	70.45858514041949	54.68852459016394	29.648062566654815
P32241	0.8440089744108016	0.747844827586207	0.5862068965517241	[0.5775862068965517, 0.3362068965517241, 'X', 0.8448275862068966]	81.82883939038686	69.33962264150944	34.46658851113716
P24394	0.7858071975719034	0.69457928802589	0.914141414141414	[0.8939393939393939, 0.9242424242424242, 'X', 0.9242424242424242]	40.14308426073132	14.927184466019416	9.777424483306836
P16473	0.8595846261902433	0.7440819986693538	0.948905109489051	[0.9635036496350364, 0.978102189781022, 'X', 0.9051094890510948]	54.32399512789281	24.834874504623514	11.449451887941535
Q12791	0.8750035219976146	0.7336231666523716	0.794007490636704	[0.9157303370786516, 0.9550561797752808, 'X', 0.5112359550561798]	77.62607968793536	51.04961832061069	14.906659236556145
Q5T7P8	0.8622817092204847	0.8228752766740446	1.0	[1.0, 1.0, 'X', 1.0]	0.0	0.0	0.0
Q9ULS6	0.8934713192013235	0.8545465514380947	0.9304556354916066	[0.9352517985611509, 0.9352517985611509, 'X', 0.9208633093525179]	58.68983957219251	39.62264150943396	25.267379679144387
P49281	0.7528433410786352	0.6165328508424743	0.7747747747747749	[0.7702702702702703, 0.7702702702702703, 'X', 0.7837837837837838]	59.63800904977376	34.72803347280335	15.02262443438914
P26010	0.8605757704295225	0.7953371655335415	0.9147286821705426	[0.9534883720930232, 0.9534883720930232, 'X', 0.8372093023255814]	54.95638382236321	30.112923462986195	19.032513877874703
Q96P31	0.8081848886450529	0.7004371903235208	0.723404255319149	[0.5957446808510638, 0.6382978723404256, 'X', 0.9361702127659576]	71.95809830781627	52.87671232876713	31.103948428686547
P21860	0.840005603461694	0.7543817856317856	0.9358974358974358	[0.9326923076923076, 0.9423076923076924, 'X', 0.9326923076923076]	53.7029542695265	32.80780780780781	17.685147713476326
Q969Z4	0.7892496624445444	0.6828630545008071	0.7119741100323624	[0.6699029126213593, 0.6019417475728155, 'X', 0.8640776699029126]	61.72185430463576	37.470725995316165	21.192052980132452
P29376	0.798240975747321	0.7639985824220332	0.9583333333333334	[1.0, 0.8958333333333334, 'X', 0.9791666666666666]	24.78849407783418	13.730255164034022	9.560067681895093
P29376	0.798240975747321	0.7639985824220332	0.9305555555555557	[0.9375, 0.9583333333333334, 'X', 0.8958333333333334]	42.978003384094755	29.76913730255164	20.727580372250422
O95870	0.7968120227654791	0.6627504376580431	0.7542955326460481	[0.7628865979381443, 0.5360824742268041, 'X', 0.963917525773196]	62.37721021611002	35.84905660377358	18.664047151277014
Q9GZU1	0.8559447232953137	0.7756602136063337	0.5115511551155115	[0.25742574257425743, 0.4752475247524752, 'X', 0.801980198019802]	87.85912882298425	79.24865831842575	41.05653382761816
